,budget,genres,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,release_year
23557,145000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",en,12.256689,2014-06-12,609123048.0,102.0,Released,How to Train Your Dragon 2,7.6,3163.0,2014
23561,18000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,18.193263,2014-08-27,103215094.0,119.0,Released,Birdman,7.4,4657.0,2014
23572,4141459,"[{'id': 18, 'name': 'Drama'}]",fr,5.109329,2011-06-13,201607.0,87.0,Released,17 Girls,5.6,103.0,2011
23594,4000000,"[{'id': 18, 'name': 'Drama'}]",en,6.430591,2014-06-05,44349000.0,164.0,Released,Boyhood,7.5,2008.0,2014
23595,7000000,"[{'id': 18, 'name': 'Drama'}]",en,15.028038,2013-11-28,0.0,89.0,Released,The Trials of Cate McCall,5.8,69.0,2013
23599,24000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,7.576924,2014-06-20,70181428.0,105.0,Released,Think Like a Man Too,6.3,229.0,2014
23602,40000000,"[{'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",en,6.447072,2014-06-05,67347013.0,134.0,Released,Jersey Boys,6.8,257.0,2014
23617,210000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,18.495599,2014-06-25,1091405097.0,165.0,Released,Transformers: Age of Extinction,5.8,3136.0,2014
23619,1250000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,0.998533,1975-08-20,0.0,93.0,Released,Russian Roulette,5.0,1.0,1975
23626,3335702,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",pl,1.963912,2014-02-07,0.0,128.0,Released,Jack Strong,6.1,35.0,2014
23638,1200000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,4.34926,1977-05-13,0.0,97.0,Released,Day of the Animals,5.3,19.0,1977
23645,50000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",en,7.579855,2014-07-17,151165787.0,83.0,Released,Planes: Fire & Rescue,5.8,286.0,2014
23653,4,"[{'id': 35, 'name': 'Comedy'}]",en,0.823401,2011-10-17,0.0,89.0,Released,Not Another Not Another Movie,2.8,12.0,2011
23654,5900000,"[{'id': 35, 'name': 'Comedy'}]",en,1.840891,2014-06-27,23000000.0,94.0,Released,Mrs. Brown's Boys D'Movie,4.7,34.0,2014
23659,20000000,"[{'id': 35, 'name': 'Comedy'}]",en,7.359522,2014-07-02,100525432.0,97.0,Released,Tammy,5.0,508.0,2014
23661,3600000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,1.91768,2010-01-01,0.0,110.0,Released,Radio Free Albemuth,5.3,15.0,2010
23665,2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,8.832788,2014-05-22,6676471.0,93.0,Released,The Babadook,6.5,1890.0,2014
23672,2200000,"[{'id': 18, 'name': 'Drama'}]",hu,6.313465,2014-06-12,282358.0,121.0,Released,White God,6.6,105.0,2014
23673,3300000,"[{'id': 18, 'name': 'Drama'}]",en,64.29999,2014-10-10,13092000.0,105.0,Released,Whiplash,8.3,4376.0,2014
23675,61000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",en,154.801009,2014-10-01,369330363.0,145.0,Released,Gone Girl,7.9,6023.0,2014
23692,170000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,75.385211,2014-06-26,710644566.0,130.0,Released,Dawn of the Planet of the Apes,7.3,4511.0,2014
23693,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",zh,1.542334,2011-12-22,0.0,128.0,Released,The Great Magician,6.5,23.0,2011
23701,2900000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,7.202832,2013-03-09,74918.0,86.0,Released,No One Lives,5.5,173.0,2013
23705,3000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,3.282908,2014-02-25,0.0,87.0,Released,Bullet,4.2,35.0,2014
23711,23000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,1.456121,1958-06-15,0.0,78.0,Released,The Beast with a Million Eyes,2.9,7.0,1958
23717,30000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",en,8.536777,2014-07-01,0.0,118.0,Released,Deliver Us from Evil,5.9,705.0,2014
23723,500,"[{'id': 18, 'name': 'Drama'}]",en,0.223236,2008-01-01,0.0,84.0,Released,Margaret Thatcher: The Long Walk to Finchley,7.0,1.0,2008
23724,18000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,7.69684,2014-07-20,25312387.0,94.0,Released,And So It Goes,5.7,166.0,2014
23732,700000,"[{'id': 27, 'name': 'Horror'}]",it,0.061137,2011-12-09,0.0,92.0,Released,Bloodline,1.0,1.0,2011
23733,15000,"[{'id': 27, 'name': 'Horror'}]",de,0.061307,2011-02-26,0.0,72.0,Released,Unrated II: Scary as Hell,0.5,1.0,2011
23737,40000000,"[{'id': 35, 'name': 'Comedy'}]",en,27.470696,2014-07-17,126069509.0,97.0,Released,Sex Tape,5.2,1733.0,2014
23742,150000,"[{'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}]",en,0.882615,2004-01-01,0.0,86.0,Released,EMR,5.0,2.0,2004
23745,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10752, 'name': 'War'}]",ko,4.13924,2011-07-20,0.0,133.0,Released,The Front Line,7.1,42.0,2011
23748,9000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,27.756026,2014-07-17,108782847.0,104.0,Released,The Purge: Anarchy,6.6,2008.0,2014
23753,170000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",en,53.291601,2014-07-30,773328629.0,121.0,Released,Guardians of the Galaxy,7.9,10014.0,2014
23756,20000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",en,5.536166,2004-05-02,0.0,165.0,Released,10.5,5.9,21.0,2004
23758,4000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,8.536786,2014-03-15,600896.0,95.0,Released,The Signal,5.8,639.0,2014
23767,90000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",en,14.753545,2014-08-04,206172544.0,127.0,Released,The Expendables 3,6.1,1830.0,2014
23772,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,19.606895,2014-07-23,243400000.0,99.0,Released,Hercules,5.6,1707.0,2014
23780,15000000,"[{'id': 53, 'name': 'Thriller'}]",en,10.432407,2014-07-25,31554855.0,121.0,Released,A Most Wanted Man,6.5,545.0,2014
23783,5500000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,6.149295,2014-01-18,5483299.0,120.0,Released,Wish I Was Here,6.4,304.0,2014
23806,800000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,3.035226,1979-03-22,0.0,108.0,Released,The Visitor,4.6,26.0,1979
23808,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,0.609043,2004-05-14,0.0,95.0,Released,The Keeper,5.3,6.0,2004
23810,600000,"[{'id': 35, 'name': 'Comedy'}]",en,9.208127,2013-09-10,0.0,94.0,Released,The Stag,5.4,44.0,2013
23822,13000000,"[{'id': 10751, 'name': 'Family'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,12.412221,2014-06-14,45300000.0,89.0,Released,Earth to Echo,5.7,294.0,2014
23824,21169000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",fr,6.643015,2011-02-16,0.0,119.0,Released,Largo Winch II,5.9,127.0,2011
23830,45000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",en,8.588926,2014-07-16,86165646.0,112.0,Released,Step Up All In,6.7,649.0,2014
23833,250000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,1.106166,1954-06-04,0.0,85.0,Released,Gog,5.4,11.0,1954
23841,2000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",en,1.354171,1986-04-08,0.0,84.0,Released,America 3000,3.8,6.0,1986
23845,2400000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",en,5.486893,2014-08-15,88273.0,90.0,Released,Life After Beth,5.0,235.0,2014
23846,8500000,"[{'id': 18, 'name': 'Drama'}]",de,0.146824,1954-02-11,0.0,98.0,Released,Lowlands,6.0,4.0,1954
23850,12250000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,6.561373,2014-05-18,2295423.0,103.0,Released,The Rover,6.1,295.0,2014
23861,16800000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,6.626077,2014-07-25,51029361.0,97.0,Released,Magic in the Moonlight,6.5,749.0,2014
23871,4161012,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",no,5.480099,2014-02-21,0.0,115.0,Released,In Order of Disappearance,7.0,142.0,2014
23873,10750000,"[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}]",fr,0.855606,2012-01-25,0.0,78.0,Released,Zarafa,6.5,17.0,2012
23877,22000000,"[{'id': 18, 'name': 'Drama'}]",en,14.466789,2014-08-06,88880821.0,122.0,Released,The Hundred-Foot Journey,7.3,516.0,2014
23885,5500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",ja,3.401742,2013-10-05,0.0,100.0,Released,R100,5.4,31.0,2013
23896,176000003,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,21.463465,2015-02-04,183987723.0,124.0,Released,Jupiter Ascending,5.2,2816.0,2015
23897,125000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",en,22.337973,2014-08-07,477200000.0,101.0,Released,Teenage Mutant Ninja Turtles,5.8,2677.0,2014
23899,500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",es,1.427255,2014-05-05,0.0,90.0,Released,Death in Buenos Aires,5.7,7.0,2014
23906,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",en,12.472206,2014-08-11,66980456.0,94.0,Released,The Giver,6.4,1859.0,2014
23909,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,2.820466,2014-03-15,0.0,94.0,Released,Revenge of the Green Dragons,5.2,34.0,2014
23918,17000000,"[{'id': 35, 'name': 'Comedy'}]",en,15.962793,2014-08-13,136621271.0,104.0,Released,Let's Be Cops,6.4,1234.0,2014
23955,4000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,5.350658,2013-09-02,9221.0,99.0,Released,The Sacrament,5.6,139.0,2013
23956,15,"[{'id': 10402, 'name': 'Music'}]",en,6.792607,2013-08-07,122.0,110.0,Released,Make Your Move,6.2,30.0,2013
23957,65000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,20.623642,2014-08-20,39407616.0,102.0,Released,Sin City: A Dame to Kill For,6.3,1314.0,2014
23962,11000000,"[{'id': 18, 'name': 'Drama'}]",en,9.659244,2014-08-21,78874843.0,106.0,Released,If I Stay,7.3,1415.0,2014
23989,7000000,"[{'id': 18, 'name': 'Drama'}]",fr,6.868022,2014-05-21,6860853.0,95.0,Released,"Two Days, One Night",6.8,327.0,2014
24010,6500000,"[{'id': 27, 'name': 'Horror'}]",en,9.312354,2014-12-04,13865435.0,89.0,Released,The Pyramid,4.6,365.0,2014
24013,12000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,17.788579,2013-09-14,265452.0,94.0,Released,Life of Crime,5.5,144.0,2013
24015,5000000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,10.846585,2014-08-14,40100000.0,93.0,Released,"As Above, So Below",6.1,788.0,2014
24038,5000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",en,6.441964,2014-09-17,2367161.0,99.0,Released,The Guest,6.5,661.0,2014
24043,325927,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",en,2.093933,2014-07-21,0.0,115.0,Released,Angry Video Game Nerd: The Movie,5.6,45.0,2014
24046,3500000,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",en,0.003301,2003-03-27,0.0,87.0,Released,The Long Ride Home,0.0,0.0,2003
24075,22000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,14.921298,2014-09-03,15447154.0,92.0,Released,Before I Go to Sleep,6.2,672.0,2014
24078,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}]",en,1.845554,2014-09-12,846704.0,99.0,Released,Atlas Shrugged Part III: Who is John Galt?,3.9,15.0,2014
24082,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,9.092925,2014-08-06,160602194.0,89.0,Released,Into the Storm,5.8,829.0,2014
24085,28000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,8.808328,2013-09-09,1749201.0,137.0,Released,Third Person,5.8,218.0,2013
24086,1000000,"[{'id': 27, 'name': 'Horror'}]",en,6.107378,2014-09-12,9318.0,87.0,Released,Honeymoon,5.4,261.0,2014
24089,12600000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,11.695036,2014-09-12,19054534.0,106.0,Released,The Drop,6.7,859.0,2014
24094,600000,"[{'id': 99, 'name': 'Documentary'}]",en,0.862513,2014-09-08,0.0,60.0,Released,A Good Job: Stories of the FDNY,0.0,0.0,2014
24100,12000000,"[{'id': 27, 'name': 'Horror'}]",en,2.731501,1987-05-01,0.0,101.0,Released,A Return to Salem's Lot,4.4,18.0,1987
24102,500000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,5.280066,2011-03-04,0.0,80.0,Released,Camel Spiders,3.5,12.0,2011
24121,34000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,76.93789,2014-09-10,348319861.0,113.0,Released,The Maze Runner,7.0,5540.0,2014
24122,13200000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,24.644321,2014-09-10,53830415.0,83.0,Released,No Good Deed,5.6,182.0,2014
24123,1000000,"[{'id': 18, 'name': 'Drama'}]",en,11.153327,2014-10-17,59744.0,117.0,Released,Camp X-Ray,6.7,395.0,2014
24140,28000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,14.914924,2014-09-18,53181600.0,113.0,Released,A Walk Among the Tombstones,6.2,1145.0,2014
24142,5000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,11.127162,2014-09-09,7527232.0,107.0,Released,My Old Lady,6.1,100.0,2014
24159,200000,"[{'id': 99, 'name': 'Documentary'}]",en,0.323969,2009-10-21,0.0,144.0,Released,Fall of the Republic: The Presidency of Barack H. Obama,6.4,7.0,2009
24176,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",en,3.711772,2013-10-11,40400.0,101.0,Released,CBGB,6.5,45.0,2013
24179,16000000,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}]",en,7.375146,2014-05-18,3442853.0,122.0,Released,The Homesman,6.4,262.0,2014
24181,10000000,"[{'id': 18, 'name': 'Drama'}]",en,2.851638,2014-03-28,0.0,102.0,Released,Cesar Chavez,6.1,20.0,2014
24191,15000000,"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,13.310556,2014-08-27,32556119.0,108.0,Released,The November Man,6.0,645.0,2014
24207,3000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",da,2.783608,2014-06-12,0.0,84.0,Released,When Animals Dream,6.1,44.0,2014
24208,60000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,11.563909,2014-09-10,108255770.0,97.0,Released,The Boxtrolls,6.6,689.0,2014
24209,49300000,"[{'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",ja,7.566053,2013-11-23,24186232.0,137.0,Released,The Tale of the Princess Kaguya,8.0,350.0,2013
24226,19800000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",en,11.313659,2014-09-10,41296320.0,103.0,Released,This Is Where I Leave You,6.5,512.0,2014
24238,1000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",en,2.160202,2011-02-26,0.0,87.0,Released,51,4.5,41.0,2011
24241,58800000,"[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}]",en,19.228561,2014-12-11,542307423.0,133.0,Released,American Sniper,7.4,4600.0,2014
24243,2800000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",en,6.820925,2014-09-19,1826705.0,102.0,Released,Tusk,5.1,374.0,2014
24258,6500000,"[{'id': 27, 'name': 'Horror'}]",en,23.242452,2014-10-02,255273813.0,99.0,Released,Annabelle,5.5,1588.0,2014
24278,70000000,"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10752, 'name': 'War'}]",en,16.316318,2014-10-01,215529201.0,92.0,Released,Dracula Untold,6.2,2439.0,2014
24291,7000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,13.973689,2014-10-09,0.0,110.0,Released,Automata,5.6,677.0,2014
24292,18000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}]",en,16.219485,2014-08-22,266586800.0,93.0,Released,The Prince,4.6,218.0,2014
24295,25000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",en,5.955203,2013-12-05,6399.0,99.0,Released,The Adventurer: The Curse of the Midas Box,5.1,74.0,2013
24315,5500000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",en,10.524204,2014-08-28,3000000.0,97.0,Released,Predestination,7.3,1971.0,2014
24316,33,"[{'id': 16, 'name': 'Animation'}, {'id': 10749, 'name': 'Romance'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",fr,6.0457,2013-11-17,0.0,94.0,Released,Jack and the Cuckoo-Clock Heart,6.8,199.0,2013
24317,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",ru,2.555606,1969-12-23,0.0,158.0,Released,The Red Tent,5.8,6.0,1969
24319,4700000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",fi,1.160542,2014-10-10,0.0,80.0,Released,Moomins on the Riviera,5.8,12.0,2014
24334,22000000,"[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",en,6.574051,2013-08-09,0.0,90.0,Released,Justin and the Knights of Valour,5.5,93.0,2013
24340,700000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}]",en,1.778469,2009-10-01,0.0,8.0,Released,The Lady and the Reaper,6.8,20.0,2009
24350,26000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,8.196975,2014-10-16,35926213.0,117.0,Released,The Best of Me,7.2,777.0,2014
24351,20000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,183.870374,2014-10-22,88761661.0,101.0,Released,John Wick,7.0,5499.0,2014
24352,10,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",en,7.809194,2014-04-30,0.0,102.0,Released,Plastic,6.1,86.0,2014
24357,50000000,"[{'id': 18, 'name': 'Drama'}]",en,17.887943,2014-10-08,83719388.0,141.0,Released,The Judge,7.2,1433.0,2014
24366,68000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",en,36.713807,2014-10-15,211817906.0,135.0,Released,Fury,7.4,4028.0,2014
24368,10500000,"[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",da,8.253705,2014-05-22,42070000.0,100.0,Released,The Salvation,6.2,285.0,2014
24370,30000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",en,6.773278,2014-05-14,0.0,103.0,Released,Grace of Monaco,5.8,201.0,2014
24372,13000000,"[{'id': 35, 'name': 'Comedy'}]",en,13.655752,2014-10-09,54837234.0,102.0,Released,St. Vincent,7.1,770.0,2014
24378,1500000,"[{'id': 53, 'name': 'Thriller'}]",en,5.590491,2012-12-01,0.0,88.0,Released,Mine Games,5.3,31.0,2012
24405,225000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",en,1.105228,1956-06-15,0.0,82.0,Released,The Black Sleep,6.4,11.0,1956
24407,28000000,"[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}]",en,7.861004,2014-10-08,100654149.0,81.0,Released,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",6.1,502.0,2014
24413,16000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,11.519053,2014-10-03,19682924.0,110.0,Released,Left Behind,3.7,396.0,2014
24421,176199,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",en,0.753227,2013-02-15,0.0,104.0,Released,Motivational Growth,8.5,4.0,2013
24423,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",de,1.609661,2014-08-09,0.0,95.0,Released,Tour de Force,7.5,31.0,2014
24438,5000000,"[{'id': 27, 'name': 'Horror'}]",en,13.288564,2014-10-24,103590271.0,89.0,Released,Ouija,4.9,1006.0,2014
24440,750000,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]",en,1.404872,2014-03-12,0.0,90.0,Post Production,Leave the World Behind,7.3,21.0,2014
24444,8000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",en,5.024828,2011-03-01,0.0,89.0,Released,S.W.A.T.: Firefight,5.4,77.0,2011
24445,8500000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,21.277073,2014-10-23,38697217.0,117.0,Released,Nightcrawler,7.6,3475.0,2014
24454,9000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,0.030576,1988-10-01,1964253.0,82.0,Released,Felix The Cat: The Movie,3.7,5.0,1988
24455,165000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,213.849907,2014-10-24,652105443.0,102.0,Released,Big Hero 6,7.8,6289.0,2014
24459,4000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",es,11.127717,2014-09-25,5169755.0,105.0,Released,Marshland,7.1,255.0,2014
24464,50000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,10.337994,2014-10-01,97437106.0,95.0,Released,The Book of Life,7.3,778.0,2014
